OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),Electricity(kBtu),NaturalGas(kBtu)
27204,Multifamily LR (1-4),Low-Rise Multifamily,2008,1.0,4,57486,Multifamily Housing,48438.0,Retail Store,9048.0,1297633.75,1297633.75,1297633.0,0.0
27205,SPS-District K-12,K-12 School,1954,1.0,1,42128,K-12 School,42128.0,not concerned,0.0,1709307.5,1869043.875,893537.0,815770.0
27212,Multifamily LR (1-4),Low-Rise Multifamily,1982,1.0,4,77966,Multifamily Housing,77966.0,Parking,25921.0,2993032.25,3183666.75,1509936.0,1483096.0
27216,Multifamily MR (5-9),Mid-Rise Multifamily,1904,1.0,5,30189,Multifamily Housing,30189.0,Parking,8614.0,729361.625,735206.3125,605240.0,124122.0
27218,Multifamily LR (1-4),Mixed Use Property,2004,1.0,4,44432,Multifamily Housing,21930.0,Parking,17755.0,1396280.25,1478501.125,925227.0,471053.0
27225,Multifamily LR (1-4),Low-Rise Multifamily,1926,1.0,3,23671,Multifamily Housing,23671.0,not concerned,0.0,839362.0,908904.5,494951.0,344411.0
27231,SPS-District K-12,K-12 School,1932,1.0,2,44753,K-12 School,46545.0,not concerned,0.0,1638691.625,1817756.125,558868.0,1079824.0
27232,Multifamily LR (1-4),Low-Rise Multifamily,1989,0.0,4,20380,Multifamily Housing,28744.0,Parking,8100.0,1310280.75,1382907.75,1310281.0,0.0
27234,Multifamily LR (1-4),Low-Rise Multifamily,2002,1.0,4,29808,Multifamily Housing,25586.0,Parking,4222.0,975327.0,1056567.75,540317.0,435010.0
27235,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,4,27878,Multifamily Housing,23232.0,not concerned,0.0,658297.5,697870.125,658297.0,0.0
27241,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,3,23597,Multifamily Housing,19216.0,Retail Store,8029.0,2225265.5,2258480.0,889920.0,1335346.0
27244,NonResidential,Other,1912,1.0,3,33708,Other,33708.0,not concerned,0.0,786324.0,835610.875,567086.0,52750.0
27245,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,3,24682,Multifamily Housing,17822.0,Retail Store,6085.0,2681771.0,2710595.0,1002382.0,1679389.0
27252,Multifamily MR (5-9),Mid-Rise Multifamily,2012,1.0,5,96205,Multifamily Housing,121000.0,not concerned,0.0,2986728.0,3092287.25,2060275.0,926453.0
27258,Multifamily LR (1-4),Low-Rise Multifamily,1994,1.0,3,50095,Multifamily Housing,26170.0,Parking,15179.0,981242.3125,1027269.375,981242.0,0.0
27260,Multifamily HR (10+),High-Rise Multifamily,2007,1.0,12,175353,Multifamily Housing,138566.0,Parking,6876.0,6074249.0,6377454.0,4249700.0,1824548.0
27264,Multifamily LR (1-4),Low-Rise Multifamily,1980,1.0,4,26245,Multifamily Housing,26245.0,not concerned,0.0,750583.625,788535.1875,750584.0,0.0
27265,Multifamily LR (1-4),Low-Rise Multifamily,1987,1.0,3,103345,Multifamily Housing,92010.0,not concerned,0.0,4018570.0,4170263.5,3001875.0,1016694.0
27266,Multifamily MR (5-9),Mid-Rise Multifamily,2005,1.0,6,93191,Multifamily Housing,65434.0,Parking,27757.0,1878442.25,1919649.75,1878442.0,0.0
27274,Multifamily LR (1-4),Low-Rise Multifamily,1999,1.0,4,40317,Multifamily Housing,31856.0,not concerned,0.0,942712.5,988143.6875,942712.0,0.0
27277,Multifamily LR (1-4),Low-Rise Multifamily,1991,1.0,4,31500,Multifamily Housing,24809.0,Parking,6691.0,495152.6875,519781.1875,495153.0,0.0
27294,Multifamily LR (1-4),Low-Rise Multifamily,1976,1.0,3,21520,Multifamily Housing,21520.0,not concerned,0.0,440870.4063,468904.0,440870.0,0.0
27295,Multifamily LR (1-4),Low-Rise Multifamily,1976,1.0,4,21580,Multifamily Housing,21580.0,not concerned,0.0,467930.0,500474.1875,467930.0,0.0
27296,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,3,97254,Multifamily Housing,97141.0,not concerned,0.0,2220053.25,2333196.75,2220053.0,0.0
27297,Multifamily LR (1-4),Low-Rise Multifamily,1975,1.0,3,28899,Multifamily Housing,28899.0,not concerned,0.0,919266.125,963877.625,919266.0,0.0
27298,Multifamily LR (1-4),Low-Rise Multifamily,1975,1.0,3,57496,Multifamily Housing,57496.0,not concerned,0.0,1204956.5,1273834.625,1204956.0,0.0
27299,Multifamily LR (1-4),Low-Rise Multifamily,1985,1.0,4,48863,Multifamily Housing,49334.0,not concerned,0.0,1070085.375,1148199.625,1070085.0,0.0
27300,Multifamily LR (1-4),Low-Rise Multifamily,1966,1.0,4,165694,Multifamily Housing,180194.0,not concerned,0.0,4425832.5,4714074.5,4425832.0,0.0
27301,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,3,143369,Multifamily Housing,140047.0,Parking,6408.0,3190328.0,3363925.75,3190327.0,0.0
27302,Multifamily LR (1-4),Low-Rise Multifamily,1976,1.0,3,44230,Multifamily Housing,79013.0,not concerned,0.0,1859571.875,1971296.375,1859572.0,0.0
27303,NonResidential,Other,1948,1.0,2,47237,Other,47661.0,not concerned,0.0,5981430.0,5996179.5,5981430.0,0.0
27304,Multifamily HR (10+),High-Rise Multifamily,2007,1.0,13,187139,Multifamily Housing,187139.0,not concerned,0.0,6772289.0,7238674.0,5571739.0,1200549.0
27306,Multifamily MR (5-9),Mid-Rise Multifamily,1990,2.0,5,57091,Multifamily Housing,57091.0,not concerned,0.0,1436109.0,1492450.375,1436109.0,0.0
27321,Multifamily LR (1-4),Low-Rise Multifamily,1958,4.0,3,30240,Multifamily Housing,30240.0,not concerned,0.0,855946.0,920951.875,855946.0,0.0
27342,Multifamily LR (1-4),Low-Rise Multifamily,1979,1.0,3,21798,Multifamily Housing,18171.0,not concerned,0.0,558893.375,595545.125,558893.0,0.0
27348,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,5,125241,Multifamily Housing,138442.0,Parking,53533.0,5614256.5,5930424.5,2388497.0,3225759.0
27350,Multifamily MR (5-9),Mid-Rise Multifamily,1997,1.0,6,21900,Multifamily Housing,21900.0,not concerned,0.0,592899.0,655563.8125,326482.0,266417.0
27352,Multifamily LR (1-4),Low-Rise Multifamily,1931,1.0,4,32430,Multifamily Housing,32430.0,not concerned,0.0,847514.5,953713.375,847515.0,0.0
27359,Multifamily LR (1-4),Low-Rise Multifamily,1971,1.0,4,87696,Multifamily Housing,87696.0,not concerned,0.0,2352982.75,2519849.75,2352982.0,0.0
27360,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,4,50299,Multifamily Housing,41299.0,not concerned,0.0,1687738.0,1783687.125,1687738.0,0.0
27361,Multifamily LR (1-4),Low-Rise Multifamily,1949,1.0,4,28735,Multifamily Housing,28735.0,Parking,6147.0,2291269.5,2609316.5,403508.0,1887761.0
27363,Multifamily LR (1-4),Low-Rise Multifamily,1980,1.0,4,26808,Multifamily Housing,26808.0,not concerned,0.0,967492.875,1017339.313,967493.0,0.0
27365,SPS-District K-12,K-12 School,1989,1.0,2,57298,K-12 School,60882.0,not concerned,0.0,1586388.75,1681189.25,1586389.0,0.0
27369,Multifamily HR (10+),High-Rise Multifamily,1981,1.0,18,78538,Multifamily Housing,78538.0,Parking,19200.0,5571501.5,6026981.5,4065856.0,1505645.0
27378,NonResidential,Supermarket / Grocery Store,1997,1.0,1,38000,Supermarket/Grocery Store,41447.0,Parking,0.0,13906080.0,14368231.0,8112028.0,5794050.0
27381,NonResidential,Worship Facility,1938,1.0,3,26373,Worship Facility,26373.0,not concerned,0.0,964236.0,1172287.125,282478.0,681758.0
27386,Multifamily MR (5-9),Mid-Rise Multifamily,2004,1.0,6,40128,Multifamily Housing,40128.0,not concerned,0.0,1618017.75,1728720.125,603462.0,1014556.0
27387,Multifamily LR (1-4),Low-Rise Multifamily,1985,1.0,4,24581,Multifamily Housing,24948.0,Parking,5035.0,566216.8125,615681.125,566217.0,0.0
27388,Multifamily LR (1-4),Low-Rise Multifamily,1978,1.0,3,34066,Multifamily Housing,34066.0,not concerned,0.0,861109.0,925212.625,861109.0,0.0
27389,NonResidential,Small- and Mid-Sized Office,1956,6.0,2,75868,Office,50379.0,Restaurant,12622.0,3605749.75,3605749.75,3605750.0,0.0
27397,Multifamily LR (1-4),Low-Rise Multifamily,1911,2.0,4,33430,Multifamily Housing,33433.0,not concerned,0.0,2192111.5,2454397.0,316978.0,1875134.0
27405,Multifamily LR (1-4),Low-Rise Multifamily,2001,1.0,4,28878,Multifamily Housing,20723.0,Parking,6000.0,740786.0,740786.0,683001.0,57785.0
27416,Multifamily HR (10+),High-Rise Multifamily,1971,1.0,11,72831,Multifamily Housing,46104.0,Non-Refrigerated Warehouse,23823.0,2375104.0,2569659.75,2320012.0,55092.0
27417,Multifamily MR (5-9),Mid-Rise Multifamily,2006,1.0,6,60490,Multifamily Housing,60490.0,not concerned,0.0,1591528.5,1673636.25,1591528.0,0.0
27430,Multifamily MR (5-9),Mid-Rise Multifamily,2005,1.0,6,42131,Multifamily Housing,39935.0,Parking,15540.0,1898509.75,2000765.625,1025466.0,873044.0
27431,Multifamily LR (1-4),Low-Rise Multifamily,2002,1.0,4,58359,Multifamily Housing,58359.0,not concerned,0.0,1941363.5,1979588.75,1222195.0,719168.0
27433,Multifamily LR (1-4),Low-Rise Multifamily,2002,1.0,4,23236,Multifamily Housing,23236.0,not concerned,0.0,593296.1875,634214.6875,593296.0,0.0
27436,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,3,43788,Multifamily Housing,43425.0,Retail Store,363.0,1360400.5,1442530.25,1360400.0,0.0
27438,Multifamily MR (5-9),Mid-Rise Multifamily,1996,1.0,7,39329,Multifamily Housing,39329.0,not concerned,0.0,965291.6875,1025590.375,965292.0,0.0
27455,Nonresidential COS,Distribution Center,1921,1.0,3,23040,Distribution Center,23040.0,not concerned,0.0,421430.0,472415.4063,421430.0,0.0
27456,NonResidential,Other,1956,1.0,2,36771,Other,34856.0,not concerned,0.0,5447076.5,5400237.5,5447076.0,0.0
27459,Multifamily LR (1-4),Low-Rise Multifamily,2005,1.0,4,87261,Multifamily Housing,97425.0,not concerned,0.0,1803753.25,1895075.75,1091447.0,712306.0
27472,Multifamily LR (1-4),Low-Rise Multifamily,1989,1.0,3,34854,Multifamily Housing,25666.0,not concerned,0.0,705621.6875,736040.625,705622.0,0.0
27488,NonResidential,Warehouse,1953,1.0,1,42420,Non-Refrigerated Warehouse,27420.0,Other,10000.0,965425.1875,1129170.375,474320.0,491105.0
27494,NonResidential,Distribution Center,1979,1.0,1,36982,Distribution Center,34382.0,Office,2600.0,374753.8125,405866.9063,282354.0,92400.0
27504,NonResidential,Warehouse,1964,1.0,2,23400,Non-Refrigerated Warehouse,20002.0,Office,3374.0,439266.9063,454896.5,439267.0,0.0
27510,Multifamily LR (1-4),Low-Rise Multifamily,1992,1.0,4,21232,Multifamily Housing,22209.0,not concerned,0.0,522423.6875,547099.0,428706.0,93718.0
27526,Multifamily LR (1-4),Low-Rise Multifamily,1959,2.0,4,43346,Multifamily Housing,43346.0,Parking,12600.0,4519115.0,4850560.0,1993750.0,2525365.0
27528,Multifamily LR (1-4),Low-Rise Multifamily,1948,1.0,3,53280,Multifamily Housing,53280.0,not concerned,0.0,1963481.625,2249607.0,83397.0,1880084.0
27532,NonResidential,Other,1948,1.0,2,30720,Other,28120.0,Parking,1600.0,1683064.25,1915150.75,482047.0,1201017.0
27540,Multifamily LR (1-4),Low-Rise Multifamily,1958,1.0,4,21056,Multifamily Housing,21056.0,not concerned,0.0,510517.0,542248.125,510517.0,0.0
27553,NonResidential,Warehouse,1972,1.0,1,23232,Non-Refrigerated Warehouse,23232.0,not concerned,0.0,127374.0,127374.0,127374.0,0.0
27554,NonResidential,Warehouse,1974,1.0,1,35046,Non-Refrigerated Warehouse,32546.0,not concerned,0.0,1063269.125,1092979.75,841364.0,221905.0
27562,NonResidential,Warehouse,1974,1.0,1,43380,Non-Refrigerated Warehouse,42844.0,not concerned,0.0,405062.0,412764.8125,405062.0,0.0
27567,NonResidential,Small- and Mid-Sized Office,1995,1.0,3,20410,Office,20410.0,not concerned,0.0,2720238.25,2827857.0,1444160.0,1276078.0
27569,Multifamily LR (1-4),Low-Rise Multifamily,2006,1.0,3,97855,Multifamily Housing,97855.0,Parking,55020.0,2990238.75,2990238.75,2032121.0,958117.0
27570,Multifamily MR (5-9),Mid-Rise Multifamily,2004,1.0,6,41149,Multifamily Housing,41149.0,Parking,25100.0,1795462.75,1820555.5,1167039.0,628424.0
27573,Multifamily LR (1-4),Low-Rise Multifamily,1959,1.0,3,22937,Multifamily Housing,22937.0,not concerned,0.0,507976.0,533453.625,507976.0,0.0
27574,Multifamily LR (1-4),Low-Rise Multifamily,1967,1.0,4,21168,Multifamily Housing,20000.0,not concerned,0.0,533226.8125,569668.1875,533227.0,0.0
27582,Multifamily HR (10+),High-Rise Multifamily,2002,1.0,27,179678,Multifamily Housing,179678.0,not concerned,0.0,10699566.0,11210376.0,5490671.0,5208894.0
27584,Multifamily HR (10+),High-Rise Multifamily,1979,1.0,10,75070,Multifamily Housing,75070.0,not concerned,0.0,3796986.5,3992223.5,3796986.0,0.0
27585,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,3,48433,Multifamily Housing,35854.0,Parking,12579.0,932598.6875,962095.375,932599.0,0.0
27587,NonResidential,Small- and Mid-Sized Office,1983,1.0,3,18396,Office,18396.0,Parking,6300.0,624125.625,624125.625,624125.0,0.0
27590,Multifamily LR (1-4),Low-Rise Multifamily,1979,1.0,4,20806,Multifamily Housing,20806.0,not concerned,0.0,576644.125,597506.1875,576644.0,0.0
27591,Multifamily MR (5-9),Mid-Rise Multifamily,2006,0.0,7,43142,Multifamily Housing,43142.0,not concerned,0.0,1412280.25,1469640.375,1337999.0,74281.0
27593,Multifamily LR (1-4),Low-Rise Multifamily,1985,1.0,3,47544,Multifamily Housing,40125.0,Parking,17050.0,1868497.125,2119531.75,631267.0,1237230.0
27594,Multifamily LR (1-4),Low-Rise Multifamily,1905,1.0,3,20583,Multifamily Housing,20583.0,not concerned,0.0,473874.0938,515420.3125,473874.0,0.0
27596,Multifamily MR (5-9),Mid-Rise Multifamily,2006,1.0,6,37877,Multifamily Housing,26177.0,not concerned,0.0,1306087.75,1384103.25,1008570.0,297518.0
27597,SPS-District K-12,K-12 School,1956,1.0,1,45174,K-12 School,45174.0,not concerned,0.0,1980825.25,2205570.75,786971.0,1193854.0
27598,NonResidential,Worship Facility,2002,1.0,1,24955,Worship Facility,24955.0,not concerned,0.0,689803.0,773357.0,320006.0,369797.0
27600,Multifamily LR (1-4),Low-Rise Multifamily,1995,1.0,4,62566,Multifamily Housing,43406.0,Parking,19160.0,1371061.25,1430774.75,1371061.0,0.0
27602,Multifamily MR (5-9),Mid-Rise Multifamily,1997,1.0,5,77501,Multifamily Housing,77501.0,Parking,17912.0,2799874.0,2982612.5,1808248.0,991626.0
27604,Multifamily LR (1-4),Low-Rise Multifamily,1977,1.0,3,40362,Multifamily Housing,35114.0,not concerned,0.0,689082.3125,714641.625,689082.0,0.0
27606,Multifamily LR (1-4),Low-Rise Multifamily,1973,1.0,4,25160,Multifamily Housing,25160.0,not concerned,0.0,491218.0,516606.1875,491218.0,0.0
27607,Multifamily LR (1-4),Low-Rise Multifamily,1971,1.0,4,26254,Multifamily Housing,26254.0,not concerned,0.0,624269.625,652530.0,624269.0,0.0
27610,Multifamily MR (5-9),Mid-Rise Multifamily,1968,1.0,7,40248,Multifamily Housing,40428.0,Parking,13000.0,1559199.25,1621425.0,1559199.0,0.0
27620,Multifamily LR (1-4),Low-Rise Multifamily,2008,1.0,3,34629,Multifamily Housing,34629.0,Parking,8428.0,819003.3125,856758.8125,782994.0,36009.0
27622,Multifamily MR (5-9),Mid-Rise Multifamily,1985,1.0,5,38430,Multifamily Housing,37817.0,not concerned,0.0,1353079.5,1441046.875,1353079.0,0.0
27625,Multifamily LR (1-4),Low-Rise Multifamily,1964,1.0,4,32366,Multifamily Housing,32366.0,not concerned,0.0,804194.125,863212.3125,804194.0,0.0
27634,Multifamily LR (1-4),Low-Rise Multifamily,1957,1.0,3,27246,Multifamily Housing,27246.0,not concerned,0.0,650205.8125,650205.8125,428247.0,221959.0
27651,Multifamily LR (1-4),Low-Rise Multifamily,1963,1.0,4,25082,Multifamily Housing,22381.0,not concerned,0.0,474468.5938,510645.5938,474469.0,0.0
27652,Multifamily LR (1-4),Low-Rise Multifamily,2006,1.0,3,145085,Multifamily Housing,188294.0,Parking,23385.0,5751330.5,6005926.5,3601862.0,2149468.0
27655,Multifamily LR (1-4),Low-Rise Multifamily,1926,1.0,4,47276,Multifamily Housing,47276.0,not concerned,0.0,1179869.0,1219025.75,738056.0,441813.0
27656,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,4,22344,Multifamily Housing,22344.0,not concerned,0.0,564168.5,572672.8125,199471.0,364698.0
27658,Multifamily LR (1-4),Low-Rise Multifamily,1957,1.0,3,22331,Multifamily Housing,22331.0,not concerned,0.0,723032.625,785187.3125,441985.0,281048.0
27659,Multifamily LR (1-4),Senior Care Community,2006,1.0,3,56380,Senior Care Community,39650.0,Parking,23385.0,1725558.0,1854976.875,1063578.0,661980.0
27673,NonResidential,Hotel,2006,0.0,10,370327,Hotel,198400.0,Parking,52400.0,17457560.0,17311366.0,10914911.0,6542646.0
27679,Multifamily LR (1-4),Low-Rise Multifamily,1977,1.0,4,35835,Multifamily Housing,28196.0,Parking,7639.0,744234.5,792776.875,744234.0,0.0
27680,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,30000,Multifamily Housing,30000.0,not concerned,0.0,594612.875,632329.3125,594613.0,0.0
27681,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,25959,Multifamily Housing,25959.0,not concerned,0.0,675446.875,720035.625,675447.0,0.0
27682,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,25326,Multifamily Housing,25326.0,not concerned,0.0,552401.1875,581866.0,552401.0,0.0
27683,Multifamily LR (1-4),Low-Rise Multifamily,1967,1.0,4,37086,Multifamily Housing,37086.0,not concerned,0.0,770345.625,821275.375,770346.0,0.0
27684,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,4,56104,Multifamily Housing,56104.0,Parking,2816.0,1618779.125,1690284.375,1618779.0,0.0
27685,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,23705,Multifamily Housing,42251.0,Parking,3381.0,1161312.5,1218827.25,1161312.0,0.0
27687,Multifamily MR (5-9),Mid-Rise Multifamily,1970,1.0,5,28185,Multifamily Housing,28185.0,not concerned,0.0,736838.0,781689.125,736838.0,0.0
27688,Multifamily MR (5-9),Mid-Rise Multifamily,1970,1.0,5,39900,Multifamily Housing,39900.0,not concerned,0.0,843622.875,883023.375,843623.0,0.0
27689,Multifamily MR (5-9),Mid-Rise Multifamily,1968,1.0,5,40560,Multifamily Housing,40560.0,not concerned,0.0,1242478.75,1298727.25,1242478.0,0.0
27690,Multifamily MR (5-9),Mid-Rise Multifamily,1968,1.0,5,44687,Multifamily Housing,44687.0,not concerned,0.0,1188994.625,1244611.0,1188995.0,0.0
27691,Multifamily MR (5-9),Mid-Rise Multifamily,1973,1.0,5,32441,Multifamily Housing,32441.0,not concerned,0.0,847298.8125,901683.125,847299.0,0.0
27692,Multifamily MR (5-9),Mid-Rise Multifamily,1973,1.0,5,33466,Multifamily Housing,33466.0,not concerned,0.0,772379.3125,822834.375,772379.0,0.0
27693,Multifamily MR (5-9),Mid-Rise Multifamily,1973,1.0,5,36178,Multifamily Housing,36178.0,not concerned,0.0,830286.5,873461.875,830286.0,0.0
27694,Multifamily LR (1-4),Low-Rise Multifamily,1974,1.0,4,29588,Multifamily Housing,29588.0,not concerned,0.0,677476.6875,716977.0,677476.0,0.0
27696,Multifamily LR (1-4),Low-Rise Multifamily,1974,1.0,4,34602,Multifamily Housing,34602.0,not concerned,0.0,756908.8125,803976.625,756909.0,0.0
27701,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,4,32452,Multifamily Housing,32452.0,not concerned,0.0,352136.0,381799.6875,352136.0,0.0
27704,NonResidential,K-12 School,1988,1.0,2,32961,K-12 School,32961.0,not concerned,0.0,1573155.0,1719595.125,446659.0,1126496.0
27707,Multifamily LR (1-4),Low-Rise Multifamily,1986,1.0,3,28470,Multifamily Housing,25144.0,Parking,3326.0,688375.1875,723333.1875,688375.0,0.0
27716,Multifamily MR (5-9),Mid-Rise Multifamily,2006,1.0,5,31299,Multifamily Housing,31299.0,not concerned,0.0,1022114.5,1103066.25,840656.0,181458.0
27734,Multifamily LR (1-4),Low-Rise Multifamily,1969,0.0,4,24444,Multifamily Housing,24444.0,not concerned,0.0,509171.4063,549833.0,509171.0,0.0
27736,Multifamily LR (1-4),Low-Rise Multifamily,1978,1.0,4,27997,Multifamily Housing,27997.0,not concerned,0.0,747384.5,811476.625,747384.0,0.0
27738,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,3,25268,Multifamily Housing,22151.0,Parking,3117.0,559234.6875,596007.625,559235.0,0.0
27744,Multifamily LR (1-4),Mixed Use Property,1990,1.0,4,45111,Multifamily Housing,17924.0,Parking,15056.0,930439.375,981444.125,930439.0,0.0
27759,Multifamily LR (1-4),Low-Rise Multifamily,1997,1.0,4,63317,Multifamily Housing,42448.0,Parking,15199.0,1326772.125,1378295.375,1326772.0,0.0
27760,Multifamily LR (1-4),Low-Rise Multifamily,1995,1.0,4,66300,Multifamily Housing,35641.0,Parking,21761.0,1348497.125,1410611.25,1348497.0,0.0
27774,Multifamily LR (1-4),Low-Rise Multifamily,2002,1.0,4,183524,Multifamily Housing,109489.0,Parking,69081.0,3085505.0,3188816.5,3085505.0,0.0
27799,Campus,K-12 School,1950,1.0,1,109794,K-12 School,109794.0,not concerned,0.0,3296526.25,3657784.25,1294767.0,2001759.0
27815,Multifamily MR (5-9),Mid-Rise Multifamily,1989,1.0,5,38560,Multifamily Housing,31769.0,not concerned,0.0,821860.5,865356.125,821860.0,0.0
27821,NonResidential,Supermarket / Grocery Store,1996,1.0,1,44755,Supermarket/Grocery Store,46978.0,not concerned,0.0,11521140.0,11943740.0,5923610.0,5597529.0
27828,NonResidential,Mixed Use Property,1912,1.0,3,24000,Office,12000.0,Other,6000.0,932083.5,952583.5,876004.0,56079.0
27830,NonResidential,Small- and Mid-Sized Office,1920,1.0,3,23422,Office,23422.0,not concerned,0.0,2701872.0,2902229.0,334292.0,2367580.0
27836,Multifamily LR (1-4),Low-Rise Multifamily,1926,1.0,3,40112,Multifamily Housing,40112.0,not concerned,0.0,1361864.625,1546527.75,272761.0,1089103.0
27837,Multifamily LR (1-4),Low-Rise Multifamily,1924,1.0,3,25808,Multifamily Housing,25808.0,not concerned,0.0,918943.875,990856.3125,507964.0,410980.0
27843,Multifamily MR (5-9),Mid-Rise Multifamily,1912,1.0,6,48700,Multifamily Housing,44644.0,not concerned,0.0,1441091.875,1636686.25,654964.0,786128.0
27844,Multifamily LR (1-4),Low-Rise Multifamily,1904,1.0,3,25536,Multifamily Housing,25536.0,not concerned,0.0,1805138.875,2037554.0,168293.0,1636846.0
27845,Multifamily HR (10+),High-Rise Multifamily,1972,1.0,12,93021,Multifamily Housing,87450.0,Parking,5571.0,5656232.0,6040881.5,4312420.0,1343811.0
27863,Multifamily LR (1-4),Low-Rise Multifamily,1929,1.0,4,23616,Multifamily Housing,23616.0,not concerned,0.0,1161814.625,1328957.75,181025.0,980790.0
27868,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,4,28080,Multifamily Housing,24865.0,not concerned,0.0,730765.0,754629.0,730765.0,0.0
27869,NonResidential,Warehouse,1920,1.0,2,23040,Non-Refrigerated Warehouse,23040.0,not concerned,0.0,79711.79688,79967.89844,72845.0,6867.0
27870,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,3,20509,Multifamily Housing,17041.0,Restaurant,3468.0,679165.875,720247.1875,272135.0,407031.0
27873,Multifamily MR (5-9),Mid-Rise Multifamily,1910,1.0,6,62338,Multifamily Housing,86443.0,Parking,12387.0,3841879.25,3841879.25,2161086.0,1680793.0
27874,NonResidential,Warehouse,1958,1.0,2,61880,Non-Refrigerated Warehouse,61880.0,not concerned,0.0,595936.5,604190.125,595937.0,0.0
27880,Multifamily MR (5-9),Mid-Rise Multifamily,1940,1.0,5,50356,Multifamily Housing,50356.0,Parking,3120.0,2503804.0,2752609.25,475462.0,2028342.0
27882,NonResidential,Small- and Mid-Sized Office,1925,1.0,2,27938,Office,13917.0,Retail Store,13188.0,1027394.313,1002986.375,1024252.0,3142.0
27884,Multifamily MR (5-9),Mid-Rise Multifamily,2006,1.0,6,65826,Multifamily Housing,62699.0,Parking,23637.0,2338238.0,2430993.25,2338238.0,0.0
27885,Multifamily MR (5-9),Mid-Rise Multifamily,1991,1.0,5,64227,Multifamily Housing,40152.0,Parking,16986.0,1930541.5,2034690.125,932043.0,998498.0
27886,Multifamily MR (5-9),Mid-Rise Multifamily,2001,1.0,6,66195,Multifamily Housing,58683.0,Parking,12284.0,1913034.125,1974801.75,1913034.0,0.0
27888,Multifamily MR (5-9),Mid-Rise Multifamily,2000,1.0,5,25167,Multifamily Housing,19580.0,Parking,10500.0,979442.3125,1025664.0,541437.0,438005.0
27892,Nonresidential COS,Other,1929,1.0,3,27908,Other,21886.0,not concerned,0.0,2028125.625,2182493.0,964426.0,1063700.0
27895,Multifamily LR (1-4),Low-Rise Multifamily,2003,1.0,4,24722,Multifamily Housing,15456.0,Parking,8006.0,579061.125,609854.3125,579061.0,0.0
27901,Campus,K-12 School,2000,1.0,2,30562,K-12 School,30562.0,not concerned,0.0,1622231.375,1824440.125,659450.0,962781.0
27902,Multifamily LR (1-4),Low-Rise Multifamily,1997,1.0,4,43422,Multifamily Housing,37581.0,Parking,5841.0,1702639.0,1849776.5,850105.0,852534.0
27903,NonResidential,Retail Store,2000,1.0,3,54969,Retail Store,54969.0,not concerned,0.0,3724098.25,3770784.25,3434704.0,289394.0
27924,Multifamily LR (1-4),Low-Rise Multifamily,1908,1.0,4,36546,Multifamily Housing,30480.0,Parking,5318.0,885958.125,961325.625,869699.0,16259.0
27926,Multifamily MR (5-9),Mid-Rise Multifamily,2008,1.0,7,101530,Multifamily Housing,99313.0,Parking,26480.0,3879728.0,3928257.25,1898710.0,1981018.0
27928,NonResidential,Small- and Mid-Sized Office,1958,1.0,3,25834,Office,31822.0,not concerned,0.0,2076289.625,2223401.5,1219253.0,857036.0
27929,Multifamily LR (1-4),Low-Rise Multifamily,1962,1.0,4,26172,Multifamily Housing,26172.0,not concerned,0.0,772214.625,822265.8125,772214.0,0.0
27932,Multifamily LR (1-4),Low-Rise Multifamily,1909,1.0,3,25920,Multifamily Housing,25920.0,not concerned,0.0,759508.6875,829286.6875,483716.0,275793.0
27937,Multifamily LR (1-4),Low-Rise Multifamily,1985,1.0,4,26112,Multifamily Housing,26112.0,Parking,6528.0,566000.6875,609750.625,566001.0,0.0
27947,NonResidential,Worship Facility,1929,1.0,1,37700,Worship Facility,52225.0,not concerned,0.0,3481727.5,4195549.5,751827.0,2729901.0
27951,Multifamily LR (1-4),Low-Rise Multifamily,1956,1.0,4,23856,Multifamily Housing,23856.0,not concerned,0.0,687241.875,738642.6875,687242.0,0.0
27953,Multifamily MR (5-9),Mid-Rise Multifamily,1998,1.0,7,69272,Multifamily Housing,51295.0,Parking,5328.0,2484007.75,2637673.0,1333798.0,1150210.0
