OSEBuildingID,BuildingType,PrimaryPropertyType,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),Electricity(kBtu),NaturalGas(kBtu)
20303,Multifamily MR (5-9),Mid-Rise Multifamily,2008,1.0,6,145350,Multifamily Housing,141650.0,Retail Store,3700.0,3897250.25,4052458.75,3630201.0,267049.0
20304,Multifamily MR (5-9),Mid-Rise Multifamily,2004,1.0,7,169931,Multifamily Housing,114503.0,not concerned,0.0,3091348.25,3202201.5,3091348.0,0.0
20307,Multifamily MR (5-9),Mid-Rise Multifamily,1998,1.0,6,69452,Multifamily Housing,69452.0,Parking,43332.0,2885740.5,3069203.75,2210349.0,675391.0
20308,Multifamily MR (5-9),Mid-Rise Multifamily,1999,1.0,6,47791,Multifamily Housing,47791.0,Parking,26136.0,1144018.25,1187953.75,1144018.0,0.0
20309,Multifamily LR (1-4),Low-Rise Multifamily,1969,1.0,4,29683,Multifamily Housing,29683.0,not concerned,0.0,957419.6875,1005687.125,914834.0,42586.0
20310,Multifamily MR (5-9),Mid-Rise Multifamily,2003,1.0,8,40791,Multifamily Housing,42077.0,Parking,17566.0,1731455.75,1845625.25,1048835.0,682621.0
20311,Multifamily MR (5-9),Mid-Rise Multifamily,1971,1.0,5,56319,Multifamily Housing,56319.0,not concerned,0.0,2681050.5,2892510.0,1957162.0,723888.0
20312,Multifamily LR (1-4),Low-Rise Multifamily,1975,1.0,4,30948,Multifamily Housing,30948.0,not concerned,0.0,623322.3125,669900.5,623322.0,0.0
20316,Multifamily LR (1-4),Low-Rise Multifamily,1988,1.0,4,39319,Multifamily Housing,30786.0,Parking,0.0,948224.625,997496.6875,948224.0,0.0
20320,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,4,41443,Multifamily Housing,41443.0,not concerned,0.0,1604129.75,1691910.125,1604130.0,0.0
20321,Multifamily LR (1-4),Low-Rise Multifamily,1975,1.0,3,130680,Multifamily Housing,130709.0,not concerned,0.0,3515821.0,3786654.0,3515820.0,0.0
20323,NonResidential,Residence Hall,1982,0.0,15,84240,Residence Hall/Dormitory,150000.0,Office,25000.0,2882489.75,3042217.25,2882489.0,0.0
20324,NonResidential,Worship Facility,2000,1.0,2,31386,Worship Facility,30000.0,not concerned,0.0,1128179.125,0.0,710478.0,417701.0
20325,Campus,K-12 School,1989,5.0,3,21500,K-12 School,96154.0,not concerned,0.0,6689184.0,7109712.5,3307692.0,3381491.0
20330,Multifamily MR (5-9),Mid-Rise Multifamily,1989,1.0,5,140778,Multifamily Housing,96578.0,Parking,44200.0,2834238.5,2993138.0,2834238.0,0.0
20340,Multifamily LR (1-4),Low-Rise Multifamily,1961,4.0,4,30834,Multifamily Housing,28876.0,not concerned,0.0,606111.0,650822.3125,606111.0,0.0
20343,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,5,21536,Multifamily Housing,21536.0,not concerned,0.0,464720.5938,464720.5938,464721.0,0.0
20350,Multifamily LR (1-4),Low-Rise Multifamily,1988,2.0,4,47873,Multifamily Housing,47873.0,not concerned,0.0,1016146.875,1057211.625,1016147.0,0.0
20360,Multifamily LR (1-4),Low-Rise Multifamily,1985,1.0,4,39581,Multifamily Housing,39581.0,not concerned,0.0,853314.5,918342.125,853314.0,0.0
20361,Multifamily LR (1-4),Low-Rise Multifamily,1989,1.0,4,23177,Multifamily Housing,21787.0,not concerned,0.0,488515.4063,518426.5938,488515.0,0.0
20362,Multifamily MR (5-9),Mid-Rise Multifamily,1991,1.0,5,54360,Multifamily Housing,45319.0,not concerned,0.0,1544388.5,1652666.75,1544388.0,0.0
20367,Multifamily LR (1-4),Low-Rise Multifamily,1990,1.0,3,70207,Multifamily Housing,71273.0,not concerned,0.0,702481.375,702481.375,702481.0,0.0
20369,NonResidential,Small- and Mid-Sized Office,2012,1.0,2,57619,Office,55000.0,not concerned,0.0,2641681.75,2641681.75,2605669.0,36012.0
20372,NonResidential,Hotel,1925,1.0,9,104000,Hotel,96000.0,Restaurant,8000.0,8690648.0,9037184.0,4159822.0,952277.0
20376,SPS-District K-12,K-12 School,1971,1.0,1,55206,K-12 School,55206.0,not concerned,0.0,2345752.5,2644410.5,1359846.0,985906.0
20377,NonResidential,Senior Care Community,1981,1.0,3,78374,Senior Care Community,58665.0,Parking,0.0,3321035.75,3397766.5,3321035.0,0.0
20383,Multifamily LR (1-4),Low-Rise Multifamily,1992,1.0,4,121037,Multifamily Housing,81732.0,Parking,39305.0,2391566.25,2482668.25,2391566.0,0.0
20387,NonResidential,Mixed Use Property,2007,1.0,2,38784,Non-Refrigerated Warehouse,16826.0,Office,16826.0,1841154.25,1894318.875,1553414.0,287740.0
20389,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,4,26568,Multifamily Housing,26568.0,Parking,5000.0,578854.125,622114.1875,578854.0,0.0
20390,Multifamily MR (5-9),Mid-Rise Multifamily,2007,1.0,6,182494,Multifamily Housing,165553.0,Retail Store,14373.0,5249190.0,5453552.5,3184162.0,2065027.0
20391,Multifamily MR (5-9),Mid-Rise Multifamily,2007,1.0,6,113462,Multifamily Housing,113462.0,not concerned,0.0,2167888.25,2206252.0,2167888.0,0.0
20395,NonResidential,Small- and Mid-Sized Office,1900,1.0,5,39960,Office,37120.0,Other,2840.0,2178690.5,2388675.5,1424622.0,754068.0
20396,NonResidential,Warehouse,1900,1.0,5,33300,Non-Refrigerated Warehouse,24000.0,Retail Store,6000.0,90558.70313,90558.70313,90559.0,0.0
20397,NonResidential,Hotel,1926,1.0,11,36240,Hotel,36240.0,not concerned,0.0,2147968.25,2390584.0,456350.0,533500.0
20401,Multifamily MR (5-9),Mid-Rise Multifamily,1907,1.0,5,41452,Multifamily Housing,41452.0,not concerned,0.0,1606981.25,1764693.125,475407.0,1131574.0
20403,Multifamily LR (1-4),Low-Rise Multifamily,1916,0.0,3,45320,Multifamily Housing,45320.0,not concerned,0.0,3300549.25,3513515.5,1142232.0,2158317.0
20406,NonResidential,Hotel,1909,1.0,6,35820,Hotel,35820.0,not concerned,0.0,3321603.0,3547995.75,993349.0,2328254.0
20407,Multifamily LR (1-4),Low-Rise Multifamily,2003,1.0,4,42984,Multifamily Housing,32063.0,Parking,7400.0,1249939.25,1294698.625,1094277.0,155662.0
20415,NonResidential,K-12 School,1922,1.0,2,33462,K-12 School,57896.0,not concerned,0.0,3987215.5,4719841.5,574940.0,3412276.0
20419,NonResidential,K-12 School,1965,1.0,3,49744,K-12 School,49744.0,not concerned,0.0,2096835.5,2421669.75,478349.0,1618486.0
20427,NonResidential,Mixed Use Property,1926,0.0,2,23315,Office,7758.0,Retail Store,6919.0,1354000.625,1490972.375,799029.0,554971.0
20428,NonResidential,Mixed Use Property,1930,1.0,2,20700,Non-Refrigerated Warehouse,6900.0,Restaurant,6900.0,4265815.0,4345884.5,821211.0,3444604.0
20430,Multifamily MR (5-9),Mid-Rise Multifamily,1979,1.0,9,64602,Multifamily Housing,64602.0,Parking,18274.0,3093583.0,3348471.0,2010318.0,1083265.0
20433,NonResidential,Other,1948,1.0,1,28397,Other - Recreation,26241.0,Parking,13124.0,3343550.0,3563789.75,1676726.0,1666824.0
20435,NonResidential,Supermarket / Grocery Store,1946,1.0,2,25762,Supermarket/Grocery Store,25762.0,not concerned,0.0,1906384.875,1906384.875,1906385.0,0.0
20437,Multifamily MR (5-9),Mid-Rise Multifamily,2010,1.0,7,213016,Multifamily Housing,127364.0,Parking,2.0,5149928.5,5305597.0,3134145.0,2015783.0
20440,NonResidential,Small- and Mid-Sized Office,1981,1.0,3,43387,Office,45000.0,not concerned,0.0,2686765.0,2695090.5,2352594.0,334171.0
20441,Multifamily LR (1-4),Low-Rise Multifamily,1960,1.0,2,23983,Multifamily Housing,28750.0,not concerned,0.0,908203.625,951095.3125,908203.0,0.0
20444,Multifamily LR (1-4),Low-Rise Multifamily,1963,1.0,4,29351,Multifamily Housing,25891.0,Parking,0.0,614044.6875,653273.125,614045.0,0.0
20447,Multifamily LR (1-4),Low-Rise Multifamily,1920,1.0,3,25475,Multifamily Housing,25475.0,not concerned,0.0,1118772.75,1219558.5,194870.0,923903.0
20452,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,3,40779,Multifamily Housing,38212.0,Parking,0.0,1234573.875,1303229.25,1234574.0,0.0
20456,Multifamily LR (1-4),Low-Rise Multifamily,1965,1.0,3,38328,Multifamily Housing,30810.0,Parking,4000.0,1093724.375,1175588.75,1093724.0,0.0
20470,NonResidential,Mixed Use Property,1979,1.0,1,39350,Supermarket/Grocery Store,19271.0,Retail Store,19249.0,267135.0938,267135.0938,267135.0,0.0
20472,Multifamily MR (5-9),Mid-Rise Multifamily,2008,1.0,6,193691,Multifamily Housing,150092.0,Parking,30575.0,6649938.0,7297443.0,3786865.0,2863072.0
20474,NonResidential,Other,1949,0.0,1,22405,Other,11000.0,Retail Store,7500.0,3498214.75,3556717.25,1110079.0,2388136.0
20480,Multifamily MR (5-9),Mid-Rise Multifamily,1971,1.0,7,86283,Multifamily Housing,86283.0,not concerned,0.0,3739029.75,4003981.25,2805207.0,933823.0
20484,Multifamily MR (5-9),Mid-Rise Multifamily,2001,1.0,6,57775,Multifamily Housing,71073.0,Retail Store,17043.0,2536760.75,2627013.0,2536760.0,0.0
20490,Multifamily MR (5-9),Mid-Rise Multifamily,2001,3.0,5,227479,Multifamily Housing,179623.0,Parking,40114.0,9162048.0,9526555.0,4887650.0,4274397.0
20493,Multifamily LR (1-4),Low-Rise Multifamily,1986,1.0,3,67624,Multifamily Housing,67624.0,not concerned,0.0,1541897.875,1618610.125,1541898.0,0.0
20494,SPS-District K-12,Other,2013,1.0,1,32590,Other,32590.0,not concerned,0.0,1361794.25,1505296.875,632722.0,729072.0
20496,Multifamily LR (1-4),Low-Rise Multifamily,1978,1.0,4,73234,Multifamily Housing,65000.0,Parking,5000.0,1808401.375,1886584.125,1808401.0,0.0
20497,Multifamily MR (5-9),Mid-Rise Multifamily,1988,1.0,5,145018,Multifamily Housing,54168.0,Parking,12660.0,2249449.75,2340786.5,2249449.0,0.0
20500,NonResidential,Warehouse,1985,1.0,1,37500,Non-Refrigerated Warehouse,61419.0,not concerned,0.0,1811506.375,1908057.875,1799898.0,11608.0
20503,NonResidential,Medical Office,1990,1.0,2,39000,Medical Office,39000.0,not concerned,0.0,2615247.75,2654904.25,2275174.0,340073.0
20644,Multifamily LR (1-4),Low-Rise Multifamily,1984,1.0,3,66885,Multifamily Housing,44900.0,Parking,5170.0,1423929.125,1483792.875,1423929.0,0.0
20509,Multifamily LR (1-4),Low-Rise Multifamily,2007,1.0,4,28560,Multifamily Housing,15418.0,Parking,5538.0,738592.0,791475.8125,288082.0,450510.0
20512,Multifamily LR (1-4),Low-Rise Multifamily,1980,1.0,3,52166,Multifamily Housing,43490.0,not concerned,0.0,1433573.25,1560121.75,1433573.0,0.0
20515,SPS-District K-12,K-12 School,1971,1.0,1,51704,K-12 School,51704.0,not concerned,0.0,1799402.75,1965120.125,1167845.0,631557.0
20522,NonResidential,Warehouse,1970,1.0,2,31000,Non-Refrigerated Warehouse,31000.0,not concerned,0.0,2301043.75,2315087.75,2216816.0,84227.0
20523,NonResidential,Small- and Mid-Sized Office,1961,1.0,1,29740,Office,17804.0,Non-Refrigerated Warehouse,12208.0,1467060.25,1533262.0,1259195.0,207865.0
20525,NonResidential,Distribution Center,1954,1.0,1,23236,Distribution Center,20736.0,Office,1250.0,433871.0,484136.8125,217294.0,216577.0
20529,Multifamily MR (5-9),Mid-Rise Multifamily,1969,1.0,7,139530,Multifamily Housing,111176.0,Parking,28354.0,3944933.5,4305973.0,3527676.0,417257.0
20531,NonResidential,Small- and Mid-Sized Office,1970,1.0,2,39170,Office,35500.0,not concerned,0.0,2130673.75,2252219.5,1085835.0,1044839.0
20532,Nonresidential COS,Other,1977,0.0,1,36070,Other - Recreation,66597.0,not concerned,0.0,1441665.375,1542945.125,1441665.0,0.0
20534,Multifamily MR (5-9),Mid-Rise Multifamily,2002,1.0,5,25514,Multifamily Housing,21169.0,Parking,9028.0,1237655.25,1286488.75,546745.0,690910.0
20542,Multifamily LR (1-4),Low-Rise Multifamily,1968,1.0,3,37080,Multifamily Housing,37080.0,not concerned,0.0,1162007.625,1235777.0,1162007.0,0.0
20543,Multifamily LR (1-4),Low-Rise Multifamily,2002,0.0,3,22108,Multifamily Housing,21772.0,not concerned,0.0,791035.5,830420.0,791035.0,0.0
20552,NonResidential,Retail Store,1914,1.0,1,20000,Retail Store,20000.0,not concerned,0.0,557863.6875,557863.6875,557864.0,0.0
20556,NonResidential,Warehouse,1955,1.0,2,32400,Non-Refrigerated Warehouse,32700.0,not concerned,0.0,248616.0,248616.0,248616.0,0.0
20564,Multifamily LR (1-4),Mixed Use Property,2008,1.0,4,84147,Multifamily Housing,38682.0,Parking,31384.0,1618535.75,1618535.75,1618536.0,0.0
20565,NonResidential,Supermarket / Grocery Store,1962,1.0,1,25159,Supermarket/Grocery Store,25883.0,Parking,0.0,8905287.0,9072714.0,4878886.0,4026400.0
20570,Multifamily LR (1-4),Mixed Use Property,2007,1.0,4,83175,Multifamily Housing,33547.0,Parking,31972.0,2531163.0,2546467.25,2107395.0,423768.0
20573,Nonresidential COS,Other,1948,1.0,1,27247,Other - Recreation,14317.0,Fitness Center/Health Club/Gym,7701.0,2332996.5,2607414.75,884313.0,1448683.0
20577,Multifamily MR (5-9),Mid-Rise Multifamily,1928,1.0,5,58735,Multifamily Housing,58735.0,not concerned,0.0,2128963.5,2403526.5,416882.0,1712082.0
20585,Multifamily LR (1-4),Low-Rise Multifamily,2015,2.0,3,23293,Multifamily Housing,30629.0,not concerned,0.0,990361.5,990361.5,990361.0,0.0
20586,Multifamily LR (1-4),Low-Rise Multifamily,1928,1.0,3,34455,Multifamily Housing,31455.0,Parking,0.0,1639849.25,1829513.25,276652.0,1363197.0
20594,Multifamily LR (1-4),Low-Rise Multifamily,1990,1.0,4,28038,Multifamily Housing,28038.0,Parking,6300.0,759405.6875,793884.1875,759406.0,0.0
20597,Multifamily LR (1-4),Low-Rise Multifamily,1924,1.0,3,24939,Multifamily Housing,24939.0,not concerned,0.0,595978.0,640962.3125,595978.0,0.0
20604,NonResidential,Distribution Center,1955,1.0,1,26680,Distribution Center,33987.0,not concerned,0.0,243518.2031,243518.2031,243518.0,0.0
20605,NonResidential,Warehouse,1953,1.0,1,31521,Non-Refrigerated Warehouse,31521.0,not concerned,0.0,1788148.0,1823198.75,720945.0,1067203.0
20613,NonResidential,Warehouse,1951,1.0,1,24000,Non-Refrigerated Warehouse,20400.0,Office,3600.0,1257033.5,1510110.25,436193.0,820840.0
20614,NonResidential,Self-Storage Facility,1952,1.0,1,21900,Self-Storage Facility,21900.0,not concerned,0.0,1333637.625,1654353.5,112187.0,1221451.0
20617,NonResidential,Retail Store,1953,1.0,1,39900,Retail Store,25000.0,Non-Refrigerated Warehouse,15000.0,145468.7969,145468.7969,49005.0,96464.0
20620,NonResidential,Distribution Center,1998,1.0,1,35579,Distribution Center,35579.0,not concerned,0.0,1096646.25,1259267.75,416047.0,680599.0
20624,Multifamily MR (5-9),Mid-Rise Multifamily,2008,1.0,5,25885,Multifamily Housing,23495.0,Parking,14620.0,685888.1875,703674.125,685888.0,0.0
20626,NonResidential,Distribution Center,1975,1.0,1,49950,Distribution Center,49950.0,not concerned,0.0,238969.7031,238969.7031,238970.0,0.0
20630,Multifamily LR (1-4),Low-Rise Multifamily,1967,0.0,4,118154,Multifamily Housing,93154.0,Parking,8460.0,3960898.75,4169621.25,3468864.0,492034.0
20645,SPS-District K-12,K-12 School,2001,1.0,3,62078,K-12 School,62078.0,not concerned,0.0,1955013.5,2187712.5,1151755.0,803258.0
20653,Multifamily MR (5-9),Mid-Rise Multifamily,2004,1.0,5,62665,Multifamily Housing,62565.0,Parking,26240.0,2845068.0,3083156.75,1216311.0,1628757.0
20656,Multifamily LR (1-4),Low-Rise Multifamily,1987,1.0,4,34924,Multifamily Housing,34924.0,not concerned,0.0,757167.3125,789781.5,757167.0,0.0
20659,NonResidential,Worship Facility,1947,1.0,2,22612,Worship Facility,22612.0,not concerned,0.0,731321.8125,854810.625,156920.0,574402.0
20667,Multifamily LR (1-4),Low-Rise Multifamily,2003,1.0,4,27076,Multifamily Housing,27076.0,not concerned,0.0,693045.0,720615.3125,693045.0,0.0
20668,Multifamily MR (5-9),Mid-Rise Multifamily,1999,1.0,6,48150,Multifamily Housing,48150.0,not concerned,0.0,1518548.75,1597658.5,1415395.0,103153.0
20675,Multifamily MR (5-9),Mid-Rise Multifamily,1991,2.0,5,59227,Multifamily Housing,59227.0,not concerned,0.0,2294737.25,2532214.25,1081178.0,1213559.0
20686,NonResidential,Self-Storage Facility,1988,2.0,2,50368,Self-Storage Facility,50369.0,not concerned,0.0,753275.1875,897822.875,247692.0,505583.0
20707,NonResidential,Warehouse,1938,1.0,1,30545,Non-Refrigerated Warehouse,23545.0,Office,7000.0,1577040.875,1861291.25,481781.0,1095260.0
20710,Multifamily LR (1-4),Low-Rise Multifamily,1907,1.0,3,25248,Multifamily Housing,25248.0,not concerned,0.0,1866460.25,2061804.75,221956.0,1644504.0
20712,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,3,28380,Multifamily Housing,28380.0,not concerned,0.0,770736.125,852791.875,651096.0,119640.0
20714,Multifamily LR (1-4),Low-Rise Multifamily,1907,1.0,3,24783,Multifamily Housing,24783.0,not concerned,0.0,1750099.75,1957586.25,218403.0,1531697.0
20720,Multifamily MR (5-9),Mid-Rise Multifamily,1926,1.0,5,40572,Multifamily Housing,37767.0,Parking,2805.0,1349970.5,1465396.5,853257.0,496713.0
20724,Multifamily LR (1-4),Low-Rise Multifamily,1948,1.0,3,26044,Multifamily Housing,26044.0,Parking,0.0,1116475.125,1155251.5,549915.0,566560.0
20726,Multifamily MR (5-9),Mid-Rise Multifamily,1970,1.0,8,36926,Multifamily Housing,36926.0,not concerned,0.0,1764767.25,1887490.875,1267275.0,497492.0
20730,Multifamily MR (5-9),Mid-Rise Multifamily,1950,1.0,6,84138,Multifamily Housing,84138.0,Parking,4500.0,4633186.0,5061195.0,1003115.0,3630071.0
20731,Multifamily LR (1-4),Low-Rise Multifamily,1928,1.0,3,28284,Multifamily Housing,35070.0,Parking,6786.0,1993766.375,2210314.0,288477.0,1705289.0
20732,Multifamily LR (1-4),Low-Rise Multifamily,1928,1.0,3,21376,Multifamily Housing,21376.0,not concerned,0.0,1106701.0,1174086.875,240142.0,866559.0
20734,Multifamily LR (1-4),Low-Rise Multifamily,1928,1.0,3,26678,Multifamily Housing,28940.0,Parking,2262.0,1913558.375,2114189.5,245285.0,1668273.0
20735,NonResidential,K-12 School,1922,1.0,3,32691,K-12 School,33550.0,not concerned,0.0,971990.3125,1095913.75,472481.0,499509.0
20741,Multifamily MR (5-9),Mid-Rise Multifamily,1977,1.0,6,40758,Multifamily Housing,40758.0,not concerned,0.0,1134195.5,1217050.625,1134195.0,0.0
20743,NonResidential,Worship Facility,1963,1.0,2,24227,Worship Facility,26210.0,not concerned,0.0,1086678.125,1238854.625,219393.0,867285.0
20747,Multifamily LR (1-4),Low-Rise Multifamily,1910,1.0,4,24540,Multifamily Housing,24540.0,not concerned,0.0,739869.6875,785934.875,423402.0,316468.0
20749,Multifamily LR (1-4),Low-Rise Multifamily,1930,1.0,3,37944,Multifamily Housing,37944.0,Parking,4200.0,2248134.5,2488628.25,377937.0,1870197.0
20758,Multifamily LR (1-4),Small- and Mid-Sized Office,1917,1.0,4,28546,Office,28546.0,not concerned,0.0,623107.6875,638511.1875,100785.0,522322.0
20764,Multifamily MR (5-9),Mid-Rise Multifamily,1970,1.0,8,66096,Multifamily Housing,62422.0,not concerned,0.0,3704086.5,4027834.0,1495071.0,2209015.0
20765,Multifamily HR (10+),High-Rise Multifamily,1981,1.0,33,190610,Multifamily Housing,152674.0,Parking,28598.0,14619984.0,16130505.0,4875149.0,9744834.0
20766,Multifamily MR (5-9),Mid-Rise Multifamily,1989,1.0,5,50028,Multifamily Housing,37859.0,Office,2659.0,1386983.375,1452420.25,1386983.0,0.0
20768,NonResidential,Distribution Center,1956,1.0,1,27000,Distribution Center,27000.0,not concerned,0.0,651293.3125,735187.125,341140.0,310153.0
20770,Multifamily LR (1-4),Low-Rise Multifamily,1992,1.0,4,42093,Multifamily Housing,31956.0,not concerned,0.0,1239315.375,1309943.875,1239315.0,0.0
20772,Multifamily HR (10+),High-Rise Multifamily,2006,1.0,33,299755,Multifamily Housing,291429.0,Retail Store,6174.0,8815732.0,8955526.0,8815730.0,0.0
20777,Multifamily LR (1-4),Low-Rise Multifamily,1976,1.0,3,23271,Multifamily Housing,27296.0,Parking,4025.0,613684.125,629537.1875,613684.0,0.0
20785,Multifamily LR (1-4),Low-Rise Multifamily,1985,1.0,3,30542,Multifamily Housing,30542.0,not concerned,0.0,872326.375,938372.3125,872326.0,0.0
20787,Multifamily LR (1-4),Low-Rise Multifamily,1989,1.0,4,34368,Multifamily Housing,34368.0,Parking,0.0,995798.8125,1036754.125,995799.0,0.0
20788,Multifamily LR (1-4),Low-Rise Multifamily,1982,1.0,4,59670,Multifamily Housing,59670.0,not concerned,0.0,1655800.75,1752121.75,1655801.0,0.0
20805,Multifamily HR (10+),High-Rise Multifamily,1950,1.0,13,108228,Multifamily Housing,108948.0,not concerned,0.0,4533874.5,4855362.5,2714406.0,1819468.0
20806,Multifamily MR (5-9),Mid-Rise Multifamily,1928,1.0,5,20639,Multifamily Housing,20639.0,not concerned,0.0,509485.6875,533469.8125,137087.0,372399.0
20807,Multifamily LR (1-4),Low-Rise Multifamily,1966,1.0,4,31682,Multifamily Housing,31682.0,not concerned,0.0,935396.6875,1012951.688,935397.0,0.0
20810,Multifamily LR (1-4),Low-Rise Multifamily,1997,1.0,3,31017,Multifamily Housing,31017.0,Parking,3700.0,1076644.75,1137981.25,1050750.0,25895.0
20811,SPS-District K-12,K-12 School,1999,1.0,3,95501,K-12 School,95501.0,not concerned,0.0,3009967.0,3244148.0,2100632.0,909335.0
20815,NonResidential,Small- and Mid-Sized Office,1957,1.0,2,21183,Office,13945.0,Parking,7238.0,361542.0938,361542.0938,361542.0,0.0
20818,NonResidential,Small- and Mid-Sized Office,1961,1.0,3,25558,Office,29392.0,Parking,3834.0,755618.1875,804510.375,735889.0,19729.0
20834,Multifamily LR (1-4),Low-Rise Multifamily,1996,1.0,4,54721,Multifamily Housing,54721.0,not concerned,0.0,1241023.75,1268266.75,1054511.0,186513.0
